id,order,courseID,x,y
401ee1f6f3684be7b6124490f34adc5a,1,MITxPRO+AMxB+1T2018,3320.646f,1849.8555f
27bf430c96cb4d8da7368c4697de187b,2,MITxPRO+AMxB+1T2018,3294.163f,1790.2518f
0fec97a46b71456d9d9037e5edac7bb0,3,MITxPRO+AMxB+1T2018,3329.961f,2021.0798f
9b9fc7fd30954d7d9ad7d8f8e1cc11d8,4,MITxPRO+AMxB+1T2018,3232.3418f,1825.8632f
04d85100616943f8a3d2b084f403ba5f,5,MITxPRO+AMxB+1T2018,3144.6797f,1783.7239f
d538c2a9c6004cc3b62a2514ff7d24f5,6,MITxPRO+AMxB+1T2018,2993.4106f,1710.892f
8f607acba97e43d5b0426a4cccc4e61f,7,MITxPRO+AMxB+1T2018,3049.9202f,1862.644f
ea676035d8d84252b7c2c117a74dfe5d,8,MITxPRO+AMxB+1T2018,2862.429f,1753.7063f
fdccb644786547c5893474584cdfd58b,9,MITxPRO+AMxB+1T2018,2785.0908f,1775.809f
53e13f644d1f4c73ba7f5bfd8020e71f,10,MITxPRO+AMxB+1T2018,2722.1494f,1797.1642f
2f6febb9f2514c06827aa6a4bfe1e69d,11,MITxPRO+AMxB+1T2018,2644.1875f,1831.3956f
44acee2074d5456593cfdab9b680dcab,12,MITxPRO+AMxB+1T2018,1927.3363f,1934.9159f
7e3aba021b714e3180b14422eaf7cacb,13,MITxPRO+AMxB+1T2018,-1313.472f,4057.8022f
f17dc8f749c043d78ae4dfe383e55009,14,MITxPRO+AMxB+1T2018,-3914.6223f,404.53168f
a0077e8aad874abba1a1ec5c20ca947b,15,MITxPRO+AMxB+1T2018,-3816.4043f,-1915.7836f
7bb3394632054742b3fff216a77b015e,16,MITxPRO+AMxB+1T2018,-1287.5342f,4123.7607f
08823b78df0e4a3eb4c35cb2b838dee3,17,MITxPRO+AMxB+1T2018,-3584.1277f,-1202.0526f
c3c0f88fff1f4523b144a41a6c2dbcd6,18,MITxPRO+AMxB+1T2018,-1197.4114f,-4435.18f
3cce707300cc4bb99e13edcd32209318,19,MITxPRO+AMxB+1T2018,4421.9985f,765.42554f
089719b517f043f5b39636578e7ee001,20,MITxPRO+AMxB+1T2018,2817.9824f,1164.5851f
a67e937f9f1941a9bb6052316e2f2fc4,21,MITxPRO+AMxB+1T2018,2564.6067f,1855.1688f
2349ef7ca9ce436caad6190a30656821,22,MITxPRO+AMxB+1T2018,-4138.149f,37.014435f
5e49b3b1846c46a188f097e6520c706a,23,MITxPRO+AMxB+1T2018,-3655.9438f,2863.9116f
2a112bc1a1e048129e8e68e170e39248,24,MITxPRO+AMxB+1T2018,-4150.977f,77.74549f
7c052992ccd9437b9b017f4a234bb68c,25,MITxPRO+AMxB+1T2018,-4103.758f,769.94257f
3bb9151bb02b44c1ab2befefde55671a,26,MITxPRO+AMxB+1T2018,4433.781f,668.50714f
918870b390684763bcf0b9c3378c6996,27,MITxPRO+AMxB+1T2018,4798.847f,453.2759f
e42dc56d1f8d46ef902e3d38a93e0324,28,MITxPRO+AMxB+1T2018,2501.3745f,1883.3284f
63ef1fedf15b403ca346c0f4fdc8f5f0,29,MITxPRO+AMxB+1T2018,1888.3618f,1675.5837f
2e1dcff64f8741438099a3b28ba6c42d,30,MITxPRO+AMxB+1T2018,2432.2898f,1921.2015f
c140d98e51f54581a920893152b0f146,31,MITxPRO+AMxB+1T2018,-2943.869f,3356.529f
25021407d2a44c0fa46f4da39b61fe4f,32,MITxPRO+AMxB+1T2018,-4100.217f,975.84735f
b2b776cf636d43d6aa8a52e423152e95,33,MITxPRO+AMxB+1T2018,4389.0913f,865.51544f
e1ff89042b1e4cadb4f35e7242eaa6fb,34,MITxPRO+AMxB+1T2018,-3983.4165f,617.345f
d2dbdeb207154c9ea7d8352623a66120,35,MITxPRO+AMxB+1T2018,-3931.2302f,-1627.542f
31c64d65a2a64134a5c3d04a58fea33d,36,MITxPRO+AMxB+1T2018,2644.757f,-3725.457f
15f09ebf2d5a45c092b05b8bd0cd7eca,37,MITxPRO+AMxB+1T2018,4289.7354f,1188.7817f
8357d3333918468189fd75d0c4a4efea,38,MITxPRO+AMxB+1T2018,-2506.0146f,-4069.2385f
2c1571ccf4ea48f190dede924d64978a,39,MITxPRO+AMxB+1T2018,-3477.064f,-3058.6147f
1b1d901e57774ed4aac7ad952c9bb03d,40,MITxPRO+AMxB+1T2018,-3182.226f,2821.6047f
1a49b1a14dc74ea4a854a58957a1ff70,41,MITxPRO+AMxB+1T2018,-2108.9421f,-4219.423f
2e3b229ed3c6436dbb293d0bede84f69,42,MITxPRO+AMxB+1T2018,4056.6958f,-2180.0605f
900887df98e3499f8fd3ca09e1e84d3a,43,MITxPRO+AMxB+1T2018,2385.3337f,1851.2932f
5769eefe272745138fb9673656879d27,44,MITxPRO+AMxB+1T2018,4371.3457f,1013.78284f
8e1e4a26d798445eb4f2208dbbe4c304,45,MITxPRO+AMxB+1T2018,-3858.986f,2586.728f
c26a191d2d854bc08f0bb2d00bddf949,46,MITxPRO+AMxB+1T2018,4103.3433f,1481.2955f
25a124a430454bd69482e68f5986c640,47,MITxPRO+AMxB+1T2018,-3387.3586f,2701.1907f
7b686383e2454b26ae0a0ba10b69e06c,48,MITxPRO+AMxB+1T2018,1480.1454f,-3340.9482f
b51078e21eba44668c93e67fe7da4a5d,49,MITxPRO+AMxB+1T2018,-4223.3105f,-62.85672f
15e0176049e845beb8ac349ecf13d64c,50,MITxPRO+AMxB+1T2018,-3806.6892f,2641.3643f
8b07dde95c5549ebbfa523a622a8e25c,51,MITxPRO+AMxB+1T2018,-3832.3691f,-1840.0848f
b23733f5ccd245ed94abb5c5be18c527,52,MITxPRO+AMxB+1T2018,4574.4854f,-172.48524f
1e0eba50184b4098912c35d9442fc4c7,53,MITxPRO+AMxB+1T2018,-3827.6062f,-1978.8704f
5ff13db63251443ab80c02b58c0b485f,54,MITxPRO+AMxB+1T2018,4062.324f,1588.3318f
c5bda766147d4384a2ffeb98f2156679,55,MITxPRO+AMxB+1T2018,1656.0234f,-2864.4587f
e5ccaa6343884bf8a982b312206d099b,56,MITxPRO+AMxB+1T2018,-3615.0164f,-1073.9335f
620b2b987e224746bcabaf23c62d77e9,57,MITxPRO+AMxB+1T2018,-3671.7703f,-1954.9348f
c082eaa9c06548149a3c78284864b030,58,MITxPRO+AMxB+1T2018,3428.542f,-2979.8088f
2fd34d2845b4497d8b01df1e609c7a6d,59,MITxPRO+AMxB+1T2018,3958.9072f,-2301.8416f
b54b3276058d446d9172bb4935fd58be,60,MITxPRO+AMxB+1T2018,-1711.0828f,-505.64145f
5bdb6e60ab5c477f9244243bacb6c984,61,MITxPRO+AMxB+1T2018,2296.8765f,1946.9791f
9c375fe94f4a47fb8074dc6870cf8820,62,MITxPRO+AMxB+1T2018,2544.9692f,2482.4697f
20c18c18d1424607bd03030afc0dabc9,63,MITxPRO+AMxB+1T2018,2563.2673f,2564.9001f
fe15037ed0db47ee8afde8f7847b94e6,64,MITxPRO+AMxB+1T2018,2488.3953f,2567.9065f
f152314aca7a42a9a2e4d5ef6086c76e,65,MITxPRO+AMxB+1T2018,2518.5417f,2623.3477f
2c91f40c1d484adbbe41b43c1dd57fce,66,MITxPRO+AMxB+1T2018,2444.199f,2665.7432f
2060d250adb14c9eb7e7957c563678f0,67,MITxPRO+AMxB+1T2018,2463.0066f,2732.8535f
2bd1769f30ce460b8cf38f3b71207d38,68,MITxPRO+AMxB+1T2018,2885.5425f,3426.372f
b18bcca1d2984ccca2bbab4c41e85de5,69,MITxPRO+AMxB+1T2018,2755.407f,3400.5925f
4d62865512bb40568e055a38622db441,70,MITxPRO+AMxB+1T2018,2983.0461f,3103.3381f
7450b070eb784ee9a9e597d1e0880de2,71,MITxPRO+AMxB+1T2018,2851.6572f,3204.0745f
3763b9f526ae44f2ac2ac49749c15661,72,MITxPRO+AMxB+1T2018,2836.578f,3541.549f
b10ef23438f9466882d17e3f0abd0149,73,MITxPRO+AMxB+1T2018,3007.2957f,3499.803f
c7a622c4d84241c595bc384162598ed1,74,MITxPRO+AMxB+1T2018,3622.1213f,3189.0813f
a137964dcca34365ba31a7563531e07b,75,MITxPRO+AMxB+1T2018,3126.7085f,3478.0325f
5b7be604e0a24022b6e4c88a2391e099,76,MITxPRO+AMxB+1T2018,3690.63f,3309.7427f
5fa68b182e974d6b82927d21dd4e4f9a,77,MITxPRO+AMxB+1T2018,3225.3496f,3481.826f
b0a012fae6fe4eb0af63473d516476b7,78,MITxPRO+AMxB+1T2018,3308.3635f,3507.122f
4be29d7cb0e4400887b4848365b47a4d,79,MITxPRO+AMxB+1T2018,3335.969f,3586.5042f
8288c793632d4a81a50ef5e13bf8911c,80,MITxPRO+AMxB+1T2018,3248.7148f,3613.7656f
083e170a98cc47909270dde338cffbff,81,MITxPRO+AMxB+1T2018,3148.2112f,3600.8064f
043d02d4e89541cdb2c73ca0d2eca377,82,MITxPRO+AMxB+1T2018,2661.458f,3713.113f
1ee01257a4174216a0bf6d64ad67decf,83,MITxPRO+AMxB+1T2018,2838.8735f,3753.4958f
091e476b9c794d019c1660622a3a12f6,84,MITxPRO+AMxB+1T2018,2970.0818f,3803.1328f
d4f85f1570bf4ced82ef64cab4fa68f4,85,MITxPRO+AMxB+1T2018,3013.0906f,3875.7185f
b4e40f400718476dad4c66477ccb68d0,86,MITxPRO+AMxB+1T2018,3274.502f,3964.3494f
ca856b87daac457ab8b54e03644f4264,87,MITxPRO+AMxB+1T2018,2927.5273f,3930.9065f
f0d9ed3b227a456f85ef40f79f56e546,88,MITxPRO+AMxB+1T2018,2856.183f,3991.6628f
d59550403f9b49628189ff34f74d3b3d,89,MITxPRO+AMxB+1T2018,2748.466f,3948.2341f
432e2e03af924d10b164b60c5fcb86a1,90,MITxPRO+AMxB+1T2018,2682.335f,3869.488f
5fe15241fc4840f1a7fb294182265c39,91,MITxPRO+AMxB+1T2018,2458.9683f,3785.5168f
f3cfda7ffa804facb0183da6497283a6,92,MITxPRO+AMxB+1T2018,2314.751f,3864.9756f
d457def4b5744eda84b61b030ba37c4d,93,MITxPRO+AMxB+1T2018,2680.6838f,4306.202f
54ce11d3d7d146868c49330c5988da72,94,MITxPRO+AMxB+1T2018,2402.0386f,3970.262f
391baeed712c4a22b2cf24c3862ebd70,95,MITxPRO+AMxB+1T2018,3874.3413f,474.87555f
4ccb45d574ff4f8eb16c6909f28f2925,96,MITxPRO+AMxB+1T2018,2708.5105f,-3809.4612f
a2df8dacf5ba431998391eab736836e7,97,MITxPRO+AMxB+1T2018,4539.1367f,686.9053f
1afa468dc7ce4b91a590366c2a697707,98,MITxPRO+AMxB+1T2018,2165.5972f,3954.3206f
c69e8c4f31b84da1819bfbd83719e7d2,99,MITxPRO+AMxB+1T2018,2223.3076f,4065.0989f
b30f0577ae11446a85aff7721bcfcf2f,100,MITxPRO+AMxB+1T2018,2312.9922f,4102.5103f
b6a4f407524b40eeb08d984b32836876,101,MITxPRO+AMxB+1T2018,2294.098f,4190.289f
83df58e45bca4a728eb3dcb87532e1a1,102,MITxPRO+AMxB+1T2018,2195.9739f,4184.596f
5fcfdbc511594d9fb3d368bcbc0adf84,103,MITxPRO+AMxB+1T2018,2364.0388f,4465.8335f
1a4bb735ff0049dba3a0633edf68276a,104,MITxPRO+AMxB+1T2018,2105.1555f,4154.9688f
7228edcdafd748a8ba059ace1ec6a202,105,MITxPRO+AMxB+1T2018,2099.8318f,4071.2363f
6ad12d818d9a441c87b8c41450b11f12,106,MITxPRO+AMxB+1T2018,1931.3938f,3972.599f
fc68686f026f4a1c8b21f5339ac0044c,107,MITxPRO+AMxB+1T2018,1901.3245f,4126.651f
550b719286db44248d48173c92970f5b,108,MITxPRO+AMxB+1T2018,2055.1514f,4541.7627f
20ccdcf059974bbea51abef68782ce5c,109,MITxPRO+AMxB+1T2018,1494.4386f,4524.9404f
2afff631870d43df9cf42c91ff1c375f,110,MITxPRO+AMxB+1T2018,1878.3284f,4242.47f
25a120914939487ab01f3e320cb238f4,111,MITxPRO+AMxB+1T2018,1854.3773f,4324.0547f
a8413f2779a14150bf1c83e9f5ea447c,112,MITxPRO+AMxB+1T2018,1780.2896f,4371.4746f
53b450f515af46c3b1eb571ec6d1fd4c,113,MITxPRO+AMxB+1T2018,1743.668f,4284.734f
905f0cf9e2374c818bf1263e9d7e2c00,114,MITxPRO+AMxB+1T2018,1758.3588f,4200.468f
8b1109f1bac740fc8974fb4eca386560,115,MITxPRO+AMxB+1T2018,1642.864f,3826.4055f
d5d74cf927094b04951635356b2c61a0,116,MITxPRO+AMxB+1T2018,1626.7303f,4009.321f
06fc2cf614ba46e1a78252ea143efb8a,117,MITxPRO+AMxB+1T2018,1323.1287f,4468.884f
c9b70711831043beafffd7e1f034a339,118,MITxPRO+AMxB+1T2018,1487.5518f,4063.216f
e22344d128e24de29caa95e6973a6ea7,119,MITxPRO+AMxB+1T2018,1212.6016f,4416.1123f
6dfd127f3e874ed3912d3372db0b3d35,120,MITxPRO+AMxB+1T2018,1467.8549f,3966.505f
75e15653e2d84fcd84a2b1b2c0949dd0,121,MITxPRO+AMxB+1T2018,1518.8192f,3878.5374f
9e07d9bd17d84172858e4e2d7c7f3e4b,122,MITxPRO+AMxB+1T2018,1512.4352f,3652.3367f
c4cb65c90b7145dca401224eabfa1241,123,MITxPRO+AMxB+1T2018,1442.38f,3759.3977f
23ec45e604724c2a84eb5bf1b724de68,124,MITxPRO+AMxB+1T2018,1080.582f,4377.1606f
638d08a4940d462481093ee144f85401,125,MITxPRO+AMxB+1T2018,1382.5526f,3667.4302f
ae7603c14c1643578dfedac1f7b965cd,126,MITxPRO+AMxB+1T2018,944.5688f,4267.7676f
2b9cb425a86f4865825a82fb330fbd6b,127,MITxPRO+AMxB+1T2018,4098.7686f,1581.5321f
2ad839c226ab44539d98e2a1e84e439f,128,MITxPRO+AMxB+1T2018,1418.3036f,3468.5325f
c076a6e427c34d0c99c5bb95cbce05e5,129,MITxPRO+AMxB+1T2018,1355.9214f,3335.0457f
6ac9f21a57ba4218b9e3b13a36f263be,130,MITxPRO+AMxB+1T2018,1555.1996f,3343.0408f
19f5efdd71494972b03a02f445dc98fa,131,MITxPRO+AMxB+1T2018,1462.9308f,3220.842f
d96704d24a68401eaad4628b30fdb889,132,MITxPRO+AMxB+1T2018,1299.5603f,3206.249f
17707229e69e428f8b8350b8c87c157e,133,MITxPRO+AMxB+1T2018,1242.4143f,3124.592f
89f61d355af44e16ac1f9654029f89e0,134,MITxPRO+AMxB+1T2018,1131.3917f,2884.5195f
b3f87007fabf4748901e3caaa1ae7ce1,135,MITxPRO+AMxB+1T2018,1426.8945f,2785.3733f
49bc2f8db38b47f9b378f26dde2a6e64,136,MITxPRO+AMxB+1T2018,1007.1008f,2627.8625f
c7b26f5c177645f8915da5083313c6cf,137,MITxPRO+AMxB+1T2018,1069.3337f,2466.4858f
debd717226334517aafcbf75ca463690,138,MITxPRO+AMxB+1T2018,1959.2725f,2143.629f
ed4ff111f1ec4a51ad19229302d1ffd2,139,MITxPRO+AMxB+1T2018,1693.0591f,2183.153f
d02f35406ea04ba3a7720453a1f354cc,140,MITxPRO+AMxB+1T2018,946.5938f,2397.0598f
dd6d0ae279474847af7841a0c0b4d5a5,141,MITxPRO+AMxB+1T2018,922.1382f,2301.2524f
2b0c1a20f8f441c3ab4e320b0bde00e1,142,MITxPRO+AMxB+1T2018,1613.1831f,1984.7594f
ec173897e6254e50812116be2dc37a94,143,MITxPRO+AMxB+1T2018,847.9315f,2233.8962f
ac3ba61065f84433a945ac8c71b537f4,144,MITxPRO+AMxB+1T2018,782.4251f,2145.9082f
553c1e0f782e43f492dadd97e6bef776,145,MITxPRO+AMxB+1T2018,714.4212f,2031.1509f
902dff85d0d34920814ee3729329d2d2,146,MITxPRO+AMxB+1T2018,829.2115f,1998.8723f
6be9622646964f02a8368b937bd8a304,147,MITxPRO+AMxB+1T2018,894.4829f,1942.6167f
8460c1a442324bf6a54498d85b28cfe0,148,MITxPRO+AMxB+1T2018,840.7562f,1870.0308f
c08a68b3db574534a7bee42ec660d1a3,149,MITxPRO+AMxB+1T2018,751.93256f,1903.6932f
2126522cd4b94bd68b2999261978d881,150,MITxPRO+AMxB+1T2018,543.60693f,1902.9775f
3de7431267b04318bd0e9501f80a019d,151,MITxPRO+AMxB+1T2018,441.98495f,1768.9825f
5cfb1ef0ace24db58889425cf90e8268,152,MITxPRO+AMxB+1T2018,406.4118f,2156.0332f
67aa56ef4f504d889c6068052bab302b,153,MITxPRO+AMxB+1T2018,312.2195f,1810.6448f
353e3386c40d443197f8dd7cd454bf27,154,MITxPRO+AMxB+1T2018,227.02031f,1766.7834f
737b9b6ab4e647879105e210e5fe1807,155,MITxPRO+AMxB+1T2018,630.84595f,1099.2977f
334c250757224648b03c5fcdc8ab25b4,156,MITxPRO+AMxB+1T2018,131.63799f,1793.9266f
35fb6234757c420ea8007b976a49044a,157,MITxPRO+AMxB+1T2018,16.135166f,1798.93f
632447fdff6840a3a11237aa514d7e68,158,MITxPRO+AMxB+1T2018,-127.18725f,1798.3843f
48f524e499d548ea91963ba7ab8ad845,159,MITxPRO+AMxB+1T2018,-85.1827f,1675.0846f
e1d55c63a2bd4a79aca5c750cc7a6c97,160,MITxPRO+AMxB+1T2018,-93.290855f,1589.7126f
bd441ccd067547a89407ec54fa626f06,161,MITxPRO+AMxB+1T2018,-181.1896f,1596.0795f
f7874e47588041b697e73ba41e6e407c,162,MITxPRO+AMxB+1T2018,-212.23715f,1682.77f
26772bf1f08f4f96ab44e6007c4c6976,163,MITxPRO+AMxB+1T2018,-409.35782f,1879.7943f
9b0b3df2c14144d49b56a90c54cb748a,164,MITxPRO+AMxB+1T2018,-563.1079f,1737.3958f
3e4ef77de6bf43dd8ba014f6897dcae6,165,MITxPRO+AMxB+1T2018,-647.7755f,1348.8755f
b44d071a81c142198d7e7ca14f5442f6,166,MITxPRO+AMxB+1T2018,-671.54175f,1883.3402f
2a3d8b5f6991442cbf17871398487920,167,MITxPRO+AMxB+1T2018,-772.08057f,1845.1926f
5e42a1b1cce24e97b69466e3d9d02a98,168,MITxPRO+AMxB+1T2018,-1537.9117f,1272.8425f
6b640336506d4155b1388785aab42fca,169,MITxPRO+AMxB+1T2018,-841.2049f,1949.678f
5b303a0f1b8c4aa4be49f74f2fc89c9e,170,MITxPRO+AMxB+1T2018,-963.7568f,2018.8884f
05777fc145714e21b5bc652ac8cec7cf,171,MITxPRO+AMxB+1T2018,-2170.3418f,2126.8428f
b47999fa192a4c07897ef0655c1f458f,172,MITxPRO+AMxB+1T2018,-883.5239f,2133.9292f
4278a11746804def8e613a8a8da29a7c,173,MITxPRO+AMxB+1T2018,-853.6693f,2267.228f
deead91c4b084361847e1f6596966bb8,174,MITxPRO+AMxB+1T2018,-797.10876f,2422.5234f
6bcb17967bcb4df9bfc7914614ea438d,175,MITxPRO+AMxB+1T2018,-661.3923f,2399.9204f
c1cffbf051a6419bb88a3efe70810c03,176,MITxPRO+AMxB+1T2018,-558.52124f,2410.2393f
deb6f01c4aee459aba4573c30370cd9f,177,MITxPRO+AMxB+1T2018,-493.32434f,2479.2473f
712de1d8f0494088af25f2d8990ed903,178,MITxPRO+AMxB+1T2018,-530.6496f,2567.4436f
bcfaf0a85a4c4bb1b5f38a5334a89bc7,179,MITxPRO+AMxB+1T2018,-636.755f,2578.3718f
70ce3c11df2441369632b5e4c33440b2,180,MITxPRO+AMxB+1T2018,-742.8478f,2608.5198f
631404452a894b47949846af85b65a75,181,MITxPRO+AMxB+1T2018,-855.4128f,2582.7327f
8a10cc79e71240fbbaef15137c988bf5,182,MITxPRO+AMxB+1T2018,-906.22974f,2867.0352f
d6f5e62f53b24133ad80b6ae4fbb1c67,183,MITxPRO+AMxB+1T2018,-979.2383f,3046.5427f
22f8ee5d537a46cfb33f6713a2ec6a6a,184,MITxPRO+AMxB+1T2018,-1857.1533f,2415.0242f
0cd55e8d087d4dd7b4abe0c9eeb53ee9,185,MITxPRO+AMxB+1T2018,-945.28314f,3203.139f
43334af9e23541758eae3f163f0233ca,186,MITxPRO+AMxB+1T2018,-897.76624f,3288.6184f
b6e111cfb4a9471b8d1efe4384681e27,187,MITxPRO+AMxB+1T2018,-392.94812f,3874.4329f
0552f7dc52d14cf5b15daed9c4229342,188,MITxPRO+AMxB+1T2018,-983.2423f,3344.5356f
151ff258d4a74e6dbe9efde0ce31b457,189,MITxPRO+AMxB+1T2018,-1044.1401f,3441.769f
c1e3057887ae4756b3983ee71103080a,190,MITxPRO+AMxB+1T2018,-1128.226f,3564.7664f
