id,x,y,courseID,mod_type,order,stds,count,chapterModLabel,In-Degree,Out-Degree,Degree
fc0771786a1e405986933843fdfd7eda,2039.8596f,26.021809f,MITxPRO+LASERxB1+1T2019,html,372,3,4,Week 3: Capability Work (2.5 hrs),1,1,2
1b4550d0dab04078b3bf08a655345bdc,1556.0553f,271.60355f,MITxPRO+LASERxB1+1T2019,html,373,98,189,Week 3: Capability Work (2.5 hrs),14,5,19
8d448d625b024c82a5eb240bbd7431d6,1852.9171f,546.1978f,MITxPRO+LASERxB1+1T2019,openassessment,374,191,14380,Week 3: Capability Work (2.5 hrs),8,29,37
d6d02b6ef04e4f17805504500b8ce441,1480.0948f,563.5745f,MITxPRO+LASERxB1+1T2019,lti_consumer,375,180,2075,Week 3: Capability Work (2.5 hrs),33,31,64
66baf19b6b904b70922329068c63746d,1603.0422f,1483.1989f,MITxPRO+LASERxB1+1T2019,html,376,194,1850,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),68,48,116
a355d80f03d64640b19cd1f1c5ea01fc,774.8795f,632.611f,MITxPRO+LASERxB1+1T2019,html,377,3,6,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,2,4
7f544639412e40a9ba27f43b415362ab,1384.3949f,1316.9094f,MITxPRO+LASERxB1+1T2019,video,378,192,1038,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),15,28,43
1f80a3186d46467197068c785d785510,-590.4309f,996.56195f,MITxPRO+LASERxB1+1T2019,html,379,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
d5ae8642e15b46b8bd298b02274d4e9c,1393.4624f,1156.365f,MITxPRO+LASERxB1+1T2019,problem,380,189,602,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,5,8
a0d10309a2dd456289147f84be9d37f9,1486.8892f,1149.1224f,MITxPRO+LASERxB1+1T2019,problem,381,188,597,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,3,5
0fcbc3ca07b144138b8d85da581f09a8,1545.9612f,1222.1237f,MITxPRO+LASERxB1+1T2019,problem,382,189,781,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,2,4
c2fca3669923477ab966ded303dea31c,2103.312f,1533.593f,MITxPRO+LASERxB1+1T2019,html,383,192,308,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,8,14
da8bc5547a9941a8b30bf4af81f0c9b5,-431.9619f,922.58844f,MITxPRO+LASERxB1+1T2019,html,384,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
ea7da9aa77de47aeb8418dc489d62bb4,-1006.8101f,667.4541f,MITxPRO+LASERxB1+1T2019,html,385,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
471e8615e87449fda771b9f8dad09342,518.5738f,276.4651f,MITxPRO+LASERxB1+1T2019,html,386,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
18d3b836dd804224883cc9180b60a8e1,2328.9275f,1518.9819f,MITxPRO+LASERxB1+1T2019,html,387,192,329,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,10,17
4890121ce5d74576b4632b77cfc23398,2197.5156f,1518.8967f,MITxPRO+LASERxB1+1T2019,video,388,190,604,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),8,6,14
17f95d18bab743888e1736033dc3384d,2386.7214f,1251.7673f,MITxPRO+LASERxB1+1T2019,html,389,192,353,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),10,7,17
96bb2b3e85a34d8b9544514e89f6fe97,2397.8035f,1434.495f,MITxPRO+LASERxB1+1T2019,video,390,191,667,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,11,20
f5eff82732574037ba029c9a64474b11,-515.24854f,1049.1007f,MITxPRO+LASERxB1+1T2019,html,391,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
ac4e9b54acfe4670b4634859c7263cb5,2464.4968f,1333.2826f,MITxPRO+LASERxB1+1T2019,problem,392,185,511,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,3,9
f7002c8484354eceac57bc7bd62c76c1,2165.9504f,1215.758f,MITxPRO+LASERxB1+1T2019,html,393,193,371,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,12,18
6f8881a745ac4c358a68b92c3b4abe81,2284.0784f,1221.042f,MITxPRO+LASERxB1+1T2019,video,394,191,781,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,8,17
0c12af0a4e7f4002852cf84b2537c161,1988.4989f,1282.4237f,MITxPRO+LASERxB1+1T2019,html,395,193,330,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,10,16
253892f03a3a4708bd40d5e665ed9e21,-853.70447f,-295.71906f,MITxPRO+LASERxB1+1T2019,html,396,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
44a277ea44dc4ae689fab4b82f0b4098,2064.444f,1231.4037f,MITxPRO+LASERxB1+1T2019,problem,397,191,419,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),4,2,6
df8191ec5e584c838a899c378941a566,1897.8138f,1076.3138f,MITxPRO+LASERxB1+1T2019,html,398,37,57,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,6,11
859e0b8d71694b12befb69ee698138f9,1891.7006f,1388.2754f,MITxPRO+LASERxB1+1T2019,problem,399,192,413,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,2,7
2b09a08242b54983aec7063990fb3f66,1743.4769f,2027.0792f,MITxPRO+LASERxB1+1T2019,video,400,193,2217,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),36,28,64
1f471b7a883a4df48211e8c6a81b59a7,1610.9938f,2007.7246f,MITxPRO+LASERxB1+1T2019,problem,401,189,428,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,3,5
d0d286b8573b47fc807bdca687083cfb,-463.4907f,-1068.2964f,MITxPRO+LASERxB1+1T2019,html,402,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
1157bd665ec4472fb58b751dc5099355,2052.3677f,2011.0465f,MITxPRO+LASERxB1+1T2019,html,403,193,315,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,7,14
9de0d567bfa84fe5b77cb76f4a76a5d1,1958.1523f,2006.2231f,MITxPRO+LASERxB1+1T2019,problem,404,190,434,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,1,7
3c8a22d2f9c146ea956609e3ed4f2559,2211.6855f,2024.7146f,MITxPRO+LASERxB1+1T2019,html,405,189,302,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,9,16
58fc9094275e4c49be3f4ba6d4acc0a4,2284.5571f,2115.3984f,MITxPRO+LASERxB1+1T2019,video,406,192,1025,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),8,12,20
c1c1be90b2b14c1ab4a5e1ee3c241902,2194.552f,2188.079f,MITxPRO+LASERxB1+1T2019,problem,407,184,1173,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,2,4
02b3a1bead9244c1ba2f857c7da8f82a,2320.9768f,2256.907f,MITxPRO+LASERxB1+1T2019,video,408,191,963,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),10,10,20
6206fc6479014bb193084c32409dc1b9,2429.6719f,2297.789f,MITxPRO+LASERxB1+1T2019,problem,409,185,705,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,4,9
6a5f020451db426dacba9e2ea3fcc62a,2264.5845f,2389.1895f,MITxPRO+LASERxB1+1T2019,video,410,190,938,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,11,18
33a9d248b2e44588a5b07fc1342b9bc2,2148.0093f,2462.8735f,MITxPRO+LASERxB1+1T2019,video,411,191,1075,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,14,21
c6f26bd420634f1cb7989e76fe6b16c0,2031.9229f,2409.2805f,MITxPRO+LASERxB1+1T2019,problem,412,183,1184,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,2,5
2a65ee6e2ac64f6a8a55fbe5373ec763,2116.7756f,2352.1755f,MITxPRO+LASERxB1+1T2019,problem,413,186,628,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,2,5
687055dad9fc40c3982478fe33ec01bf,1876.2086f,2483.7341f,MITxPRO+LASERxB1+1T2019,html,414,191,337,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,9,18
1fd0f6dadbc14ebc965faf6122190b96,1976.9297f,2534.334f,MITxPRO+LASERxB1+1T2019,problem,415,189,419,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,3,10
2add1669f08d4101913db15f8c23b3b7,1766.2434f,2413.6243f,MITxPRO+LASERxB1+1T2019,problem,416,189,474,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),8,7,15
a2b4bd40cee2481ebd3fc179d6a5cd62,1366.4873f,2417.863f,MITxPRO+LASERxB1+1T2019,html,417,192,1126,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),26,13,39
4112ff99f0fd4d0fb8f4cbbcb34436d4,1165.3555f,2025.7161f,MITxPRO+LASERxB1+1T2019,html,418,3,7,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),1,1,2
e34e59dce2204f228f3a84b6725df60f,1392.2112f,2298.2588f,MITxPRO+LASERxB1+1T2019,problem,419,191,405,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),4,2,6
bec48fc2e1294c7eb3d0aca780d731b8,1257.717f,2323.5525f,MITxPRO+LASERxB1+1T2019,video,420,190,1000,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,7,16
3fec92ad186c423d818a522c6ce08604,1093.7505f,1993.4631f,MITxPRO+LASERxB1+1T2019,html,421,2,3,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,1,1
dbde19fcce2a4c1abdc7f685c293a23f,1161.9784f,2370.1584f,MITxPRO+LASERxB1+1T2019,html,422,187,281,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,3,6
23c4f975457c49199a59bfbc5150e425,1005.7123f,-369.71918f,MITxPRO+LASERxB1+1T2019,html,423,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
d83c5c9ee3df49f38c3dda6fcc3184da,-298.74332f,-1008.0506f,MITxPRO+LASERxB1+1T2019,html,424,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
a24600b0e49245f6bdba8c893cfeddb0,1188.5496f,2455.2188f,MITxPRO+LASERxB1+1T2019,video,425,186,942,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,7,13
5d290f75e44b4bdb8256c600debbb44d,1413.8568f,2702.572f,MITxPRO+LASERxB1+1T2019,html,426,24,37,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,4,7
1edfe48746384344b51260b2bb74d95b,-451.04108f,996.62225f,MITxPRO+LASERxB1+1T2019,html,427,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
24cf8786024543f19b89bc20034e60d7,939.1504f,2723.9395f,MITxPRO+LASERxB1+1T2019,html,428,192,1158,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),22,14,36
f2a73be2f46840b182d7bd095378004e,1037.8231f,2614.8223f,MITxPRO+LASERxB1+1T2019,video,429,190,742,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,12,18
604551fd4266430cb860fef58fa7dd61,926.2956f,2578.111f,MITxPRO+LASERxB1+1T2019,problem,430,187,996,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,3,6
dce46f8904594a62a6377a3587aaa663,908.1415f,2892.1833f,MITxPRO+LASERxB1+1T2019,video,431,191,1183,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),11,11,22
9b9d0a249052413c869753b99682b0ac,786.4773f,2932.7253f,MITxPRO+LASERxB1+1T2019,problem,432,186,840,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,3,6
061c175cc90f45fbad883025394e78dd,842.9495f,3022.6438f,MITxPRO+LASERxB1+1T2019,problem,433,185,907,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,3,8
66ada10dde9f43018588f1ced9d477fc,1052.2725f,2957.988f,MITxPRO+LASERxB1+1T2019,html,434,190,332,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,8,15
74a7f8712e5449c2bc0b43c6f90dafed,978.6563f,3009.849f,MITxPRO+LASERxB1+1T2019,problem,435,188,415,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),4,4,8
bf12c96466d840a69bed7020b3f18bb8,1099.99f,2857.778f,MITxPRO+LASERxB1+1T2019,problem,436,188,463,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,10,17
070600601c4c439288445d2f0724807d,489.72437f,2637.9307f,MITxPRO+LASERxB1+1T2019,html,437,191,1209,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),23,17,40
0b57572af4c84478956a833ba2f019bb,-92.093544f,355.91705f,MITxPRO+LASERxB1+1T2019,html,438,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
1823b6de7d334a7aaabc4570719af4d9,377.8633f,2511.423f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,439,191,3037,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,11,18
0380cd76a7d44bc3a4da1f15e4d68f89,312.47348f,2697.332f,MITxPRO+LASERxB1+1T2019,video,440,189,948,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,10,17
23b7673c8b5443108c2ef09382834a86,204.83427f,2780.7864f,MITxPRO+LASERxB1+1T2019,video,441,187,970,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,10,17
901e92500aea43c79f19f1b279050668,122.70193f,2891.8872f,MITxPRO+LASERxB1+1T2019,video,442,188,881,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),11,11,22
001339db8ced4cf78829ebe8b145449d,-12.905849f,2909.4553f,MITxPRO+LASERxB1+1T2019,problem,443,179,1281,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,3,6
452745e0366e42ae81561bfddebcc6c3,43.017155f,3001.685f,MITxPRO+LASERxB1+1T2019,problem,444,179,735,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,3,5
4660ff2089114e8db82ceb26a4f329e3,185.21082f,3013.5469f,MITxPRO+LASERxB1+1T2019,video,445,186,881,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,9,18
7bd5586eb9d8484eb74a433ee7bfe499,338.3161f,3039.6519f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,446,187,3197,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),9,9,18
8a7f26e690f34dda97be16904518ca99,434.83267f,2904.7144f,MITxPRO+LASERxB1+1T2019,problem,447,186,475,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),7,10,17
a25adff793e24490b14ab8b50ca90a82,-348.0125f,-1039.1332f,MITxPRO+LASERxB1+1T2019,video,448,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
b2f0d654738f48158edff28e8d3a546e,546.21906f,2027.4185f,MITxPRO+LASERxB1+1T2019,html,449,190,1396,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),27,23,50
18882a995f104cba9bb65d9bec58d1de,-417.31427f,904.82153f,MITxPRO+LASERxB1+1T2019,html,450,0,0,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,0,0
512364d4619742bb9e4e531f07ceaed7,178.35533f,2258.6592f,MITxPRO+LASERxB1+1T2019,html,451,3,8,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),0,1,1
9428d8bd9c5a47b2a235b254e5e27ded,782.73267f,1932.466f,MITxPRO+LASERxB1+1T2019,html,452,78,142,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),10,5,15
f60ee41ec635499abd48168342d32c2f,591.3644f,1826.7146f,MITxPRO+LASERxB1+1T2019,openassessment,453,183,11955,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,18,24
f67fbf45a5f146ed866965bc57c7c001,545.20575f,1505.4966f,MITxPRO+LASERxB1+1T2019,problem,454,184,1137,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),21,20,41
d937afe49bd24a07a550dda1c1155122,408.97867f,1345.7526f,MITxPRO+LASERxB1+1T2019,problem,455,184,537,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,3,6
3628b3f7823443d0912a339096b69943,372.04697f,1269.9255f,MITxPRO+LASERxB1+1T2019,problem,456,183,395,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),2,2,4
9e049ee647cf43ecbcb5ed792a8e7588,351.60107f,1195.5354f,MITxPRO+LASERxB1+1T2019,problem,457,184,393,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),3,1,4
5256a214faaf410b93f76cea06428334,343.51093f,1120.6985f,MITxPRO+LASERxB1+1T2019,problem,458,184,387,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),1,2,3
25c32b120fce40fa9b6c85133aeb4716,344.22745f,1032.5049f,MITxPRO+LASERxB1+1T2019,problem,459,184,599,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,5,10
11bc14f2204949008b7d511b933363c1,380.63568f,921.556f,MITxPRO+LASERxB1+1T2019,problem,460,184,592,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,7,12
42de338840a34d15adb66e7b14fb9d2c,478.38116f,852.85065f,MITxPRO+LASERxB1+1T2019,problem,461,184,527,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,7,13
9da37c6210b1416b8079c274f70bf600,572.2727f,924.4645f,MITxPRO+LASERxB1+1T2019,problem,462,184,566,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,5,11
519119f1deac45ff9ab4f13529be5c6e,597.904f,1039.6627f,MITxPRO+LASERxB1+1T2019,problem,463,184,478,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),5,7,12
c5df9f40ec14463b9dcfdc73df3e9285,692.3046f,1345.123f,MITxPRO+LASERxB1+1T2019,lti_consumer,464,183,1225,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),15,17,32
83d42d95cd844fc093fc09cee250edb8,836.1864f,1253.3983f,MITxPRO+LASERxB1+1T2019,video,465,165,1262,Week 4: The Four Principles of Dynamic Work Design (2.5 hrs),6,27,33
7e20f8b8dbef4748ba3bd5df1fc7bed1,253.64107f,249.74692f,MITxPRO+LASERxB1+1T2019,problem,466,0,0,Saleha's Playspace,0,0,0
203ad1369adc463dacb9927b912dd2b9,1043.173f,-686.80334f,MITxPRO+LASERxB1+1T2019,problem,467,0,0,Saleha's Playspace,0,0,0
87331a0e161946c7837117598d1d2958,1092.6581f,-508.39645f,MITxPRO+LASERxB1+1T2019,problem,468,0,0,Saleha's Playspace,0,0,0
79a795dbdc644bb5a065d2c9b2bfd499,-380.511f,835.46356f,MITxPRO+LASERxB1+1T2019,problem,469,0,0,Saleha's Playspace,0,0,0
4d10e81bc1a34270baaa14851bb3267b,-455.57538f,1080.5527f,MITxPRO+LASERxB1+1T2019,problem,470,0,0,Saleha's Playspace,0,0,0
e480a5b467db4ed0a41eda04dfcf6abe,-444.93875f,963.1821f,MITxPRO+LASERxB1+1T2019,openassessment,471,0,0,Saleha's Playspace,0,0,0
88172a7cb8334a1a96d27a64ff45de27,1015.5871f,-754.93744f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,472,0,0,Saleha's Playspace,0,0,0
b36798163c3f4236bd7939a21cc8cdc7,1014.09515f,-312.22122f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,473,0,0,Debugging,0,0,0
7063da5bb3274612ade4644d4156adf1,978.3948f,-788.43567f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,474,0,0,Debugging,0,0,0
a0adf066ca9f4a1aa22ae4e80eb2f0d3,-298.13382f,-1084.1028f,MITxPRO+LASERxB1+1T2019,problem,475,0,0,Debugging,0,0,0
