"name","courseID","mod_type","order","chpModPar","seqModPar","vrtModPar","stds","count"
"e2260b86653c46d7b14a41fb419dbf8c","MITxPRO+LASERxB1+1T2019","problem",96,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",217,714
"35eb641ad1d845bbba54915bce75a962","MITxPRO+LASERxB1+1T2019","problem",97,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",216,1097
"08be90ffbeea4795a138cd42ed8db56f","MITxPRO+LASERxB1+1T2019","problem",98,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",218,1252
"3007433c8f584dcbb5ac159c1c5f2be3","MITxPRO+LASERxB1+1T2019","problem",99,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","3bbed7cdac9b47ea8630449229f15858",217,1143
"73039f8c1eb9409cb4caee2cf968001e","MITxPRO+LASERxB1+1T2019","html",100,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",221,518
"00ae5f0c51874a73a41ebea838d95682","MITxPRO+LASERxB1+1T2019","video",101,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",220,1165
"b38af1a65bd14ea886d608e701505bcf","MITxPRO+LASERxB1+1T2019","html",102,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",3,6
"d391c8b6e56a43a7b654e9dee02d904b","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",103,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",221,4639
"6111116566fc4fd9abba409322bea245","MITxPRO+LASERxB1+1T2019","problem",104,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",216,752
"a81b2235cb9c499eb9ea8ee0a8dd9725","MITxPRO+LASERxB1+1T2019","problem",105,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",216,951
"2d4e0ab0ef3b4d73b82c72d4621a7579","MITxPRO+LASERxB1+1T2019","problem",106,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",217,705
"8bdebf492ebd4e62b0d522e8ab5e5197","MITxPRO+LASERxB1+1T2019","problem",107,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","1a97794afb4c441ebbeed937021d2148",217,794
"08111f75e22d409998cf8b85bd431f0a","MITxPRO+LASERxB1+1T2019","html",108,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",221,496
"4280927ec4d643238aa49c32f9e06c6c","MITxPRO+LASERxB1+1T2019","video",109,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",220,895
"6e1c7c431db64442b1a7ca15b87a61bd","MITxPRO+LASERxB1+1T2019","html",110,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",1,2
"fc44e6a5f7654430af1227838224dceb","MITxPRO+LASERxB1+1T2019","problem",111,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","741f20479afd4861b508ea6c1277eaf1",215,940
"37319e88176d4aefa91d7a9980dbae91","MITxPRO+LASERxB1+1T2019","html",112,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",218,492
"9f83d4de28e64c5b81825f4e58892ac7","MITxPRO+LASERxB1+1T2019","html",113,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",0,0
"a9ae0a3c070d455bb4369a8996313336","MITxPRO+LASERxB1+1T2019","video",114,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",218,1034
"f3c44bf91f85487caa6400dfe774e63b","MITxPRO+LASERxB1+1T2019","html",115,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",1,2
"71cec822bcff4f30a20e75dc63ef7b65","MITxPRO+LASERxB1+1T2019","problem",116,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","e766c290004247218b5c53ae45a56e97",217,749
"3ec3a3563847406fa73338f9e9999cf3","MITxPRO+LASERxB1+1T2019","html",117,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","fd587aacd8ad43159830fa62d4ad9720",82,152
"b1cd0e7dc3ad4a8eb91a4bfdbeb025b0","MITxPRO+LASERxB1+1T2019","problem",118,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","fd587aacd8ad43159830fa62d4ad9720",214,498
"1b532c6a5d0c48ba8cfa09591141b4df","MITxPRO+LASERxB1+1T2019","html",119,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","fd587aacd8ad43159830fa62d4ad9720",2,4
"62bff51286ef4f348717a3cf6fe2318f","MITxPRO+LASERxB1+1T2019","poll",120,"b81f7ccf60e1421ba61ca2e20972139d","21fc759637e1466db912e244c8832da2","fd587aacd8ad43159830fa62d4ad9720",220,1673
"779f9ddd1fd14d1e9e69f72219a1fdbd","MITxPRO+LASERxB1+1T2019","html",121,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",219,1374
"b37e701092c444e8a0009767edc5f622","MITxPRO+LASERxB1+1T2019","html",122,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",4,6
"bd7c391260c74863ad031cabd6ae5cbb","MITxPRO+LASERxB1+1T2019","html",123,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",2,5
"386a0044b3b843cc96cfd11f7f889fda","MITxPRO+LASERxB1+1T2019","html",124,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",1,2
"ae26e6cda8ad4a3f81bd347560d9579f","MITxPRO+LASERxB1+1T2019","problem",125,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",212,632
"ee48df95832b4374aa273ceb27ec1315","MITxPRO+LASERxB1+1T2019","problem",126,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",211,485
"7a439da90b394756ad1777fc4c6dead5","MITxPRO+LASERxB1+1T2019","problem",127,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","3ab0ffa722c841cc912a212b01a6cda3",212,494
"579338175e0b4bbb8ef3b712b5d8b54e","MITxPRO+LASERxB1+1T2019","html",128,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",216,360
"a8dd5213034441ac92724b4e83eb0bb2","MITxPRO+LASERxB1+1T2019","video",129,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",217,801
"1e7836a9d0494f13b156aa0cc1135796","MITxPRO+LASERxB1+1T2019","html",130,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",0,0
"8115eab6556b45f5b415c3b8c26a12e5","MITxPRO+LASERxB1+1T2019","problem",131,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",211,817
"ec34b06efd844b46a4c4818ecdb9b8f4","MITxPRO+LASERxB1+1T2019","problem",132,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",211,931
"c2e1c2b9eac64109b343a088584b576b","MITxPRO+LASERxB1+1T2019","problem",133,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","acbc6cb0823444bcb63659fef81c230c",210,725
"b416d47c56a742199b5d7c7f19d6503a","MITxPRO+LASERxB1+1T2019","html",134,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","34c6d386b3724772b46bf7a73146d193",216,358
"8bc5795d6a984a3eace4e2811e52dd4f","MITxPRO+LASERxB1+1T2019","problem",135,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","34c6d386b3724772b46bf7a73146d193",213,579
"f661500307d74c908e9207d949ceb4aa","MITxPRO+LASERxB1+1T2019","html",136,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","73f48c63ee0f49eb9c56298f88cd5434",41,68
"cd4532ad48034873ba8bce2aac0c9808","MITxPRO+LASERxB1+1T2019","problem",137,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","73f48c63ee0f49eb9c56298f88cd5434",213,506
"e449fc6047844f2eb8caee5c269d5c1c","MITxPRO+LASERxB1+1T2019","html",138,"b81f7ccf60e1421ba61ca2e20972139d","abe74ec2e7c647899e3548d9d3eac089","73f48c63ee0f49eb9c56298f88cd5434",2,4
"df1de691dafe4549a18a4398ee9dfaf9","MITxPRO+LASERxB1+1T2019","html",139,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",217,1364
"e9312892f6234d46afcb2e1369d2d4ed","MITxPRO+LASERxB1+1T2019","html",140,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",3,6
"7570bc806234456aa66b290fb5c10af2","MITxPRO+LASERxB1+1T2019","html",141,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",1,2
"5fb9ca36a17e4e5aafb629116db68537","MITxPRO+LASERxB1+1T2019","html",142,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",0,0
"6c5ad271a44743479bfaea29b1db8d02","MITxPRO+LASERxB1+1T2019","video",143,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",214,797
"83d311bed5374fee83d8d67a7d9d82dc","MITxPRO+LASERxB1+1T2019","problem",144,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",209,528
"402bba41861d43acb52a5abb89e8831e","MITxPRO+LASERxB1+1T2019","problem",145,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","aeac15cfcbf446d3a85ccd6614aba5c5",210,738
"f902b0f41b544d4dbf79664fd233648d","MITxPRO+LASERxB1+1T2019","html",146,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",214,401
"8aae34f5ddbb4052a709b12e6b0d40fa","MITxPRO+LASERxB1+1T2019","video",147,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",215,921
"6cb6ef2fb4224f9f94891094577870fd","MITxPRO+LASERxB1+1T2019","html",148,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",4,8
"645b3f0249f64f76af2e19eb4d0e55b7","MITxPRO+LASERxB1+1T2019","problem",149,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",207,1080
"7e7b8db5064d4369805ab370aac5ddfb","MITxPRO+LASERxB1+1T2019","problem",150,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",207,874
"8956d210ae7f41968fada86d4c979d6a","MITxPRO+LASERxB1+1T2019","problem",151,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","2de7c5f9822e4132bfa6b3d2614fda48",207,686
"f03480cf4eba413194d7af52fc0e7f28","MITxPRO+LASERxB1+1T2019","html",152,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","35591dde96704ce39c31f2b5250770b5",215,364
"ae781e8b775e4ccd93bc800dad5c8376","MITxPRO+LASERxB1+1T2019","problem",153,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","35591dde96704ce39c31f2b5250770b5",213,778
"06882a8492d9499aa31555567f575ecb","MITxPRO+LASERxB1+1T2019","problem",154,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","35591dde96704ce39c31f2b5250770b5",213,461
"f293c508f409466a8f27ddd7d1e40b20","MITxPRO+LASERxB1+1T2019","problem",155,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","35591dde96704ce39c31f2b5250770b5",213,1030
"cc4ddef5bbbe48ebb605141b347c4ed1","MITxPRO+LASERxB1+1T2019","problem",156,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","35591dde96704ce39c31f2b5250770b5",213,692
"f4ce60b4a944484082ccb701b48b3da1","MITxPRO+LASERxB1+1T2019","html",157,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","a85d3499e3b041bdb32680d60a60971d",34,58
"d313cec988a84645bee413e8d4724a4b","MITxPRO+LASERxB1+1T2019","poll",158,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","a85d3499e3b041bdb32680d60a60971d",216,1462
"dc60696c76a74368a60f72246e47700d","MITxPRO+LASERxB1+1T2019","problem",159,"b81f7ccf60e1421ba61ca2e20972139d","a6ad99b516c14bfdbcc253783e519fb1","a85d3499e3b041bdb32680d60a60971d",211,486
"78adeee1fa2c4fe0bc73f7bca9fcee86","MITxPRO+LASERxB1+1T2019","html",160,"b81f7ccf60e1421ba61ca2e20972139d","dd77d077177c46189c6635fd20f37376","c39d09c88eb54c5ca79cb21cf0118eb2",216,2217
"6fdb4db5d6dd41b296c156e9e31f6ae8","MITxPRO+LASERxB1+1T2019","html",161,"b81f7ccf60e1421ba61ca2e20972139d","dd77d077177c46189c6635fd20f37376","c39d09c88eb54c5ca79cb21cf0118eb2",0,0
"f8c6e9dd315640039488619b16128971","MITxPRO+LASERxB1+1T2019","html",162,"b81f7ccf60e1421ba61ca2e20972139d","dd77d077177c46189c6635fd20f37376","c39d09c88eb54c5ca79cb21cf0118eb2",8,23
"8959e6304a0348309a771e4d08d1b64a","MITxPRO+LASERxB1+1T2019","html",163,"b81f7ccf60e1421ba61ca2e20972139d","dd77d077177c46189c6635fd20f37376","486334b2ebb54e6e9e7941cceaf145c3",118,223
"65202579580f4ad38d734b4ee39d22a8","MITxPRO+LASERxB1+1T2019","openassessment",164,"b81f7ccf60e1421ba61ca2e20972139d","dd77d077177c46189c6635fd20f37376","486334b2ebb54e6e9e7941cceaf145c3",215,16492
"3cbcea2be0984e7dbd5a48195af10ce7","MITxPRO+LASERxB1+1T2019","html",165,"b81f7ccf60e1421ba61ca2e20972139d","c7d994123d7a4329a91cfac73bb5bca3","53b6ef01a3dc43ac9a18f53597897d2a",211,1153
"26836bccf4174cc5af819c2e237f9300","MITxPRO+LASERxB1+1T2019","html",166,"b81f7ccf60e1421ba61ca2e20972139d","c7d994123d7a4329a91cfac73bb5bca3","53b6ef01a3dc43ac9a18f53597897d2a",2,10
"82e6285962b8400d9d6fc32436022a94","MITxPRO+LASERxB1+1T2019","lti_consumer",167,"b81f7ccf60e1421ba61ca2e20972139d","c7d994123d7a4329a91cfac73bb5bca3","53b6ef01a3dc43ac9a18f53597897d2a",211,685
"a9ac840f098c4bd0a2ee896214ce29cd","MITxPRO+LASERxB1+1T2019","html",168,"b81f7ccf60e1421ba61ca2e20972139d","20d96cb21c08458b892d8084467fd300","521096cc5b164f278089cbd1d2a41108",208,940
"0c7262dff33c4087bc660ccf40f92f9c","MITxPRO+LASERxB1+1T2019","html",169,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","e99731a1a7a54f1fbc7f668e6393ced5",218,2301
"1202ed221196417faa16c4348aed3971","MITxPRO+LASERxB1+1T2019","html",170,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","e99731a1a7a54f1fbc7f668e6393ced5",1,2
"416cdfda278442dd9bcb1046bd1bf0ec","MITxPRO+LASERxB1+1T2019","html",171,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","e99731a1a7a54f1fbc7f668e6393ced5",3,6
"b2275c3fad834f8d90737a2d9a6927d6","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",172,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","e99731a1a7a54f1fbc7f668e6393ced5",216,6907
"eb515a26030b41f8a82a1e6114420bad","MITxPRO+LASERxB1+1T2019","problem",173,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","e99731a1a7a54f1fbc7f668e6393ced5",208,736
"362fcb0699a14845ab29b2340093e528","MITxPRO+LASERxB1+1T2019","html",174,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","de77fb65309647eb8bcfeec8f3be1baf",209,398
"b42cc17b7de840f181a704558d0bc845","MITxPRO+LASERxB1+1T2019","video",175,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","de77fb65309647eb8bcfeec8f3be1baf",208,1031
"93ebcbc0b45f4e73acd412264327a4f7","MITxPRO+LASERxB1+1T2019","html",176,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","de77fb65309647eb8bcfeec8f3be1baf",0,0
"801f9e9135034f49bf5f8b4bdefedb41","MITxPRO+LASERxB1+1T2019","problem",177,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","de77fb65309647eb8bcfeec8f3be1baf",203,1592
"139b097acfca451689d80c9c6eebdf7b","MITxPRO+LASERxB1+1T2019","html",178,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","b4b4a47c692b4384b034e2fc262c170c",207,408
"ea38cc0e6e6e41edbabf210220808bf9","MITxPRO+LASERxB1+1T2019","video",179,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","b4b4a47c692b4384b034e2fc262c170c",206,813
"d9db4a4ebcd8499daa5e84d534b523ac","MITxPRO+LASERxB1+1T2019","html",180,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","b4b4a47c692b4384b034e2fc262c170c",0,0
"b87c552dd247427abe6ab5795b9c9d43","MITxPRO+LASERxB1+1T2019","drag-and-drop-v2",181,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","b4b4a47c692b4384b034e2fc262c170c",208,2391
"2024b4885bd14338a39b7b509acbbd02","MITxPRO+LASERxB1+1T2019","html",182,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","5b834c963e974302bf163a4f77eb41b2",207,358
"30f660a1feb34582a739722532524f79","MITxPRO+LASERxB1+1T2019","problem",183,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","5b834c963e974302bf163a4f77eb41b2",205,1345
"cf4c280bad6a43e6b131d8385ef9ef3f","MITxPRO+LASERxB1+1T2019","html",184,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","513a995341db486ab84974464787c389",35,59
"c3f63fe50d8e487c86bf8ef76c9cadd3","MITxPRO+LASERxB1+1T2019","problem",185,"166a328362d44926a0d59a78b692cd9b","1b49dc15dcaf44b8a50f44881a891bf3","513a995341db486ab84974464787c389",206,468
"c8e371568a0c4391b25796ae4e91952e","MITxPRO+LASERxB1+1T2019","html",186,"166a328362d44926a0d59a78b692cd9b","8b870866fb6c40aaab4de591dabf4fb5","df9958037720410b882c85a6c5fdb54c",206,1398
"2d075b03782c4bef9bed2913b6534e8e","MITxPRO+LASERxB1+1T2019","html",187,"166a328362d44926a0d59a78b692cd9b","8b870866fb6c40aaab4de591dabf4fb5","df9958037720410b882c85a6c5fdb54c",0,0
"7d932b23e1c84326ae5aa4d3c0d813d1","MITxPRO+LASERxB1+1T2019","problem",188,"166a328362d44926a0d59a78b692cd9b","8b870866fb6c40aaab4de591dabf4fb5","df9958037720410b882c85a6c5fdb54c",201,557
"07b44a7a51e94c78b411c753fc39dab0","MITxPRO+LASERxB1+1T2019","html",189,"166a328362d44926a0d59a78b692cd9b","8b870866fb6c40aaab4de591dabf4fb5","977a78c3da054269a72c4deff6a46d69",206,414
"ab11d94c6c8948ea90b88f19d2cd502b","MITxPRO+LASERxB1+1T2019","video",190,"166a328362d44926a0d59a78b692cd9b","8b870866fb6c40aaab4de591dabf4fb5","977a78c3da054269a72c4deff6a46d69",203,885
