source,target,weight
0120d60dd7c74a658f369244cc09a745,af0046c8954e4c4dacf9446dd407d0f6,5
0388b15dc0a94dd4a553c1df67123109,ab522985e16d436a970f0eda5c9a1591,5
043d02d4e89541cdb2c73ca0d2eca377,1afa468dc7ce4b91a590366c2a697707,5
043d02d4e89541cdb2c73ca0d2eca377,1ee01257a4174216a0bf6d64ad67decf,5
043d02d4e89541cdb2c73ca0d2eca377,3763b9f526ae44f2ac2ac49749c15661,5
043d02d4e89541cdb2c73ca0d2eca377,5fe15241fc4840f1a7fb294182265c39,5
043d02d4e89541cdb2c73ca0d2eca377,9e07d9bd17d84172858e4e2d7c7f3e4b,5
043d02d4e89541cdb2c73ca0d2eca377,c076a6e427c34d0c99c5bb95cbce05e5,5
043d02d4e89541cdb2c73ca0d2eca377,d1676d2cecee4010a1bfe838e2e963e0,5
043d02d4e89541cdb2c73ca0d2eca377,f3cfda7ffa804facb0183da6497283a6,5
04d85100616943f8a3d2b084f403ba5f,2ad839c226ab44539d98e2a1e84e439f,5
04d85100616943f8a3d2b084f403ba5f,d538c2a9c6004cc3b62a2514ff7d24f5,10
0552f7dc52d14cf5b15daed9c4229342,0cd55e8d087d4dd7b4abe0c9eeb53ee9,5
0552f7dc52d14cf5b15daed9c4229342,151ff258d4a74e6dbe9efde0ce31b457,20
05800c2e685141ecb48fe59b499d84b6,06b02d057d574f24a6cac30186bf0bf2,5
05800c2e685141ecb48fe59b499d84b6,57b361f6d4ca424299264c668e836e47,5
05800c2e685141ecb48fe59b499d84b6,f06cfae5902b4db099f1844f9dcad801,5
05800c2e685141ecb48fe59b499d84b6,f151b1920ab84738857f2e5a6ccdff85,10
064f627c77a54926aac5e4c6b665a883,a27e6ccbd699476c823afe67c91324cf,15
064f627c77a54926aac5e4c6b665a883,efb26d7be5e646dca9278cde2f59dbc3,5
06b02d057d574f24a6cac30186bf0bf2,3d412537e19344628642e97d2a0d1e3e,5
06b02d057d574f24a6cac30186bf0bf2,5982f524a99e420f8aeee7d90187dd55,10
06b02d057d574f24a6cac30186bf0bf2,8fa03b1b2994424a877f41676e31bb08,5
06b02d057d574f24a6cac30186bf0bf2,cee509fdc136413c8c3e182d487c2b86,5
06b02d057d574f24a6cac30186bf0bf2,ea1d651f18c34e6fa36ee0f68962ecb9,5
06b02d057d574f24a6cac30186bf0bf2,f06cfae5902b4db099f1844f9dcad801,5
0704a9032b0b4dfebc92a428247b2a14,0552f7dc52d14cf5b15daed9c4229342,5
0704a9032b0b4dfebc92a428247b2a14,2ad839c226ab44539d98e2a1e84e439f,5
0704a9032b0b4dfebc92a428247b2a14,5a6ade785e5944dc9bba9be67da62d09,5
0704a9032b0b4dfebc92a428247b2a14,6209866a51f94d1982106374115c7594,5
0704a9032b0b4dfebc92a428247b2a14,744dad1a12a449ebbfc22c507e1e0e1f,5
0704a9032b0b4dfebc92a428247b2a14,ad172c9eaecf4a59bba2238ca2bb3990,5
0704a9032b0b4dfebc92a428247b2a14,aedac84ad12f487db1c88dbe3c82abde,5
0704a9032b0b4dfebc92a428247b2a14,f06cfae5902b4db099f1844f9dcad801,5
0704a9032b0b4dfebc92a428247b2a14,f5a6533820e946beacbefa8eb7a9c063,5
0704a9032b0b4dfebc92a428247b2a14,fe3586744a044afd9ae558cfbe4a9411,5
0809efd87b0c45139a1edc4cc58fd1f5,d1651d2f65e9428693a519450d5f321f,5
083e170a98cc47909270dde338cffbff,3763b9f526ae44f2ac2ac49749c15661,5
083e170a98cc47909270dde338cffbff,8288c793632d4a81a50ef5e13bf8911c,5
091e476b9c794d019c1660622a3a12f6,1ee01257a4174216a0bf6d64ad67decf,5
091e476b9c794d019c1660622a3a12f6,d4f85f1570bf4ced82ef64cab4fa68f4,5
0956212ccaac4df68948e45a10dbb1d4,17d557337c9c42d3b5b9b1220d2a8b07,5
0b8e4be0cef9409cabbce305b9eb4e11,e90f5c8e7b2e449b8d756039eeb35852,5
0c92f804b6ee498091114e20947b5ca4,2352eea7a7014e7990cfd2e3470795a2,5
0c92f804b6ee498091114e20947b5ca4,eb58bfe7027d4f70912c319251e6e417,5
0cd55e8d087d4dd7b4abe0c9eeb53ee9,151ff258d4a74e6dbe9efde0ce31b457,5
0cd55e8d087d4dd7b4abe0c9eeb53ee9,43334af9e23541758eae3f163f0233ca,15
0cd55e8d087d4dd7b4abe0c9eeb53ee9,8a10cc79e71240fbbaef15137c988bf5,10
0d05ee4b348f479293d6143d99f9cf17,2aed08cdf76c457d88c9e15470bd6585,5
0da137981c784fff80a5768bc626dca7,202fe760f26e4bd7a5a9cd1926e3f678,15
0da137981c784fff80a5768bc626dca7,744dad1a12a449ebbfc22c507e1e0e1f,5
0da137981c784fff80a5768bc626dca7,e588e625f78049a5aed0c685e1fc9500,10
0e3c2d8cac1e44af8bd7fabc48f8d079,c8a31966713e4ef18f4f06cd4a79d374,10
0e554069f4c04108abd5c2b1e02bb8df,3bc7c0a659644f1994fb732fdb44695c,5
0e9814b3e2a94eddae75b154afe501f3,66e3bd0917b64e4e96809be332b6d1a2,5
0fc9573794ea433ca88f5be6758b560e,0cd55e8d087d4dd7b4abe0c9eeb53ee9,5
0fc9573794ea433ca88f5be6758b560e,6a3fd2c28384465589f148598410fbdd,5
0fc9573794ea433ca88f5be6758b560e,cfc8fb9e455e4fc592f63e75803bc5e9,10
1016f8c2803e4955b2ecb470241bcd95,39d452015e8545798e59a5722b3926e6,5
1016f8c2803e4955b2ecb470241bcd95,6125768f1d5e42fb883dbc1aaa84223c,10
10851985f5a44e618592bad22e719a80,61726452154f4dfb8d7de5fbf5555548,5
123565b06983431e9889eac59f1c0f7b,44a49f1cf12f41508cd0ed01b3633f1d,5
12566503221a4f0ba19bd6053bc64688,744dad1a12a449ebbfc22c507e1e0e1f,5
12566503221a4f0ba19bd6053bc64688,ecbaf140af704a42a78099a2e680c946,5
13d1f65fede84bdcb51f77e7f6419a99,916c4d42d9ae47d5bff2c22d55e56769,5
151ff258d4a74e6dbe9efde0ce31b457,0cd55e8d087d4dd7b4abe0c9eeb53ee9,5
151ff258d4a74e6dbe9efde0ce31b457,8a10cc79e71240fbbaef15137c988bf5,5
151ff258d4a74e6dbe9efde0ce31b457,c1e3057887ae4756b3983ee71103080a,15
15335471891841108d686d567db618a6,cf9c03aed3cc46cab0d3d363b36d4a3f,5
161d2152d71f49ba83c179bd4e9776a9,c7f66c9d94af4eb79199eb210b254651,10
176c36fa520e4f7eb03738c18bd564a5,96581c65b3ca4b6a8611a54a81f6c844,10
176c36fa520e4f7eb03738c18bd564a5,d1676d2cecee4010a1bfe838e2e963e0,5
176c36fa520e4f7eb03738c18bd564a5,fbff5d65e2ba477286d4f60832b5cbe1,5
17707229e69e428f8b8350b8c87c157e,d96704d24a68401eaad4628b30fdb889,15
17d557337c9c42d3b5b9b1220d2a8b07,5bf5e2b4dc7542a7a5ccf3afb1e9e3c0,5
19f5efdd71494972b03a02f445dc98fa,49bc2f8db38b47f9b378f26dde2a6e64,5
19f5efdd71494972b03a02f445dc98fa,5fe15241fc4840f1a7fb294182265c39,5
19f5efdd71494972b03a02f445dc98fa,d96704d24a68401eaad4628b30fdb889,10
1a4bb735ff0049dba3a0633edf68276a,7228edcdafd748a8ba059ace1ec6a202,10
1afa468dc7ce4b91a590366c2a697707,2ad839c226ab44539d98e2a1e84e439f,5
1afa468dc7ce4b91a590366c2a697707,2afff631870d43df9cf42c91ff1c375f,5
1afa468dc7ce4b91a590366c2a697707,5fe15241fc4840f1a7fb294182265c39,5
1afa468dc7ce4b91a590366c2a697707,6ad12d818d9a441c87b8c41450b11f12,10
1afa468dc7ce4b91a590366c2a697707,8b1109f1bac740fc8974fb4eca386560,5
1afa468dc7ce4b91a590366c2a697707,c69e8c4f31b84da1819bfbd83719e7d2,5
1c264c5f7377466b9165af2037ec7924,5d25f47bb9c74cf8a309f72faacee512,5
1c264c5f7377466b9165af2037ec7924,66e3bd0917b64e4e96809be332b6d1a2,5
1c264c5f7377466b9165af2037ec7924,a122be78c0d543548d7ba0efee3b9203,5
1c264c5f7377466b9165af2037ec7924,df2d2a812d1c48c1a5df73929df11cae,5
1c671d329ded428288dd93458a0a2667,aa516ea305b74209ad16d2533b32050c,10
1c671d329ded428288dd93458a0a2667,d8a02e7515a74c9998f997f6df75771d,10
1c6f3c34f7cc4c9b94c4e8d737f587c6,d8424937df4a417f80f02a8a69eee970,10
1cbb871d83ac466bb5ff53794083240e,25a652b137614112a1fc8861fb291181,5
1cbb871d83ac466bb5ff53794083240e,60fdad9fc19541e3b135991de184af75,10
1cbb871d83ac466bb5ff53794083240e,c7f074fbe8cc441e8a7ced30f9999dfa,5
1dc93dd0b4a4496884b7a642e928e9d2,a0764fe284df432a93f3c3633162d815,10
1ed230eb23af43aab786739fdd13ea89,57aea84c635d4c42bdea24fcad7ddc04,10
1ed230eb23af43aab786739fdd13ea89,8feb7788f1184ed2ad654a08738e6e3b,5
1ed230eb23af43aab786739fdd13ea89,98170a572e6644028150554eb5722cb4,5
1ed230eb23af43aab786739fdd13ea89,efad98624b054b5fbe2cc340e3df324d,10
1ee01257a4174216a0bf6d64ad67decf,091e476b9c794d019c1660622a3a12f6,10
1ee01257a4174216a0bf6d64ad67decf,d4f85f1570bf4ced82ef64cab4fa68f4,5
1f5002403e13485da7e7b1f5896e81ee,276eb91bb71649698c5d0281235cbd59,5
1f5002403e13485da7e7b1f5896e81ee,46cd00fd3cd84c52a7161a7eafdb9268,5
1f5002403e13485da7e7b1f5896e81ee,d6f5e62f53b24133ad80b6ae4fbb1c67,5
202fe760f26e4bd7a5a9cd1926e3f678,064f627c77a54926aac5e4c6b665a883,15
202fe760f26e4bd7a5a9cd1926e3f678,3e3428242983494095b0d25bad62a657,5
2060d250adb14c9eb7e7957c563678f0,2bd1769f30ce460b8cf38f3b71207d38,20
2060d250adb14c9eb7e7957c563678f0,2c91f40c1d484adbbe41b43c1dd57fce,5
20aaaaf046c347828ff18e07bfc3ab4f,4037cb08917c43238c4691dbe8895637,10
20c18c18d1424607bd03030afc0dabc9,9c375fe94f4a47fb8074dc6870cf8820,5
20c18c18d1424607bd03030afc0dabc9,f152314aca7a42a9a2e4d5ef6086c76e,5
20c18c18d1424607bd03030afc0dabc9,fe15037ed0db47ee8afde8f7847b94e6,15
21025d91f3cd4d4f858c2ec35764b5da,1ed230eb23af43aab786739fdd13ea89,20
2126522cd4b94bd68b2999261978d881,2ad839c226ab44539d98e2a1e84e439f,5
2126522cd4b94bd68b2999261978d881,3de7431267b04318bd0e9501f80a019d,5
2126522cd4b94bd68b2999261978d881,553c1e0f782e43f492dadd97e6bef776,5
2126522cd4b94bd68b2999261978d881,67aa56ef4f504d889c6068052bab302b,5
22b9e7f1eabc4cb28d8af1feaa0bc27d,40671f6f48fb4803989d7bf3864904e2,5
22b9e7f1eabc4cb28d8af1feaa0bc27d,611f718731804acf8b5f757f24bcdf64,5
2352eea7a7014e7990cfd2e3470795a2,29df4d70694a4f5fb9cf4a296c9d6826,5
2352eea7a7014e7990cfd2e3470795a2,7d04272687d34281b60b3377d46cd231,5
253c3d95e42f47a192997f25c3fd5881,7d262be6d9b74836b47447db1b70289d,5
25a120914939487ab01f3e320cb238f4,a8413f2779a14150bf1c83e9f5ea447c,10
25a652b137614112a1fc8861fb291181,1cbb871d83ac466bb5ff53794083240e,15
26772bf1f08f4f96ab44e6007c4c6976,632447fdff6840a3a11237aa514d7e68,5
26772bf1f08f4f96ab44e6007c4c6976,deead91c4b084361847e1f6596966bb8,5
276eb91bb71649698c5d0281235cbd59,0e3c2d8cac1e44af8bd7fabc48f8d079,5
276eb91bb71649698c5d0281235cbd59,9af4973779c443ac986aa5b2a63462d6,5
27a8801c431c4cc58d69b8ff02121f29,4037cb08917c43238c4691dbe8895637,10
27bf430c96cb4d8da7368c4697de187b,401ee1f6f3684be7b6124490f34adc5a,5
27bf430c96cb4d8da7368c4697de187b,9b9fc7fd30954d7d9ad7d8f8e1cc11d8,5
284121c6292646548b8d11d26466f6b1,043d02d4e89541cdb2c73ca0d2eca377,5
284121c6292646548b8d11d26466f6b1,df2d2a812d1c48c1a5df73929df11cae,5
2855e7a0df954abaa30be35826f21bbc,f0e8270c2e6d4b9093c9d434401f1080,5
29df4d70694a4f5fb9cf4a296c9d6826,2bbb47defdd44b6e95be6aff50d550d1,5
2a07f16983744ee4b619e6822558732e,3b80b63e802243169ed3dc0ceba87a81,10
2a3d8b5f6991442cbf17871398487920,6b640336506d4155b1388785aab42fca,5
2ad839c226ab44539d98e2a1e84e439f,19f5efdd71494972b03a02f445dc98fa,10
2ad839c226ab44539d98e2a1e84e439f,49bc2f8db38b47f9b378f26dde2a6e64,5
2ad839c226ab44539d98e2a1e84e439f,8c70a939146b49cd91d826eaa1b1aaf8,5
2ad839c226ab44539d98e2a1e84e439f,9e07d9bd17d84172858e4e2d7c7f3e4b,5
2ad839c226ab44539d98e2a1e84e439f,c076a6e427c34d0c99c5bb95cbce05e5,25
2ad839c226ab44539d98e2a1e84e439f,c31fb3fb9d2345daa85acc888c3a7722,5
2aed08cdf76c457d88c9e15470bd6585,0d05ee4b348f479293d6143d99f9cf17,5
2aed08cdf76c457d88c9e15470bd6585,915635f353604d5b93702e095abc84c5,5
2aed08cdf76c457d88c9e15470bd6585,b33b5d7fb4c34f4a99ab89958231e6da,5
2aed08cdf76c457d88c9e15470bd6585,d1676d2cecee4010a1bfe838e2e963e0,5
2afff631870d43df9cf42c91ff1c375f,25a120914939487ab01f3e320cb238f4,10
2bbb47defdd44b6e95be6aff50d550d1,60fdad9fc19541e3b135991de184af75,5
2bbb47defdd44b6e95be6aff50d550d1,7d04272687d34281b60b3377d46cd231,5
2bbb47defdd44b6e95be6aff50d550d1,8a10cc79e71240fbbaef15137c988bf5,10
2bbb47defdd44b6e95be6aff50d550d1,c7a736e53c6341f684a77474fbbbe64f,15
2bbb47defdd44b6e95be6aff50d550d1,d8a02e7515a74c9998f997f6df75771d,10
2bbb47defdd44b6e95be6aff50d550d1,f261241e0f5c429bba37335f9c8a71e0,5
2bd1769f30ce460b8cf38f3b71207d38,3763b9f526ae44f2ac2ac49749c15661,15
2bd1769f30ce460b8cf38f3b71207d38,9e07d9bd17d84172858e4e2d7c7f3e4b,5
2bd1769f30ce460b8cf38f3b71207d38,b10ef23438f9466882d17e3f0abd0149,5
2bd1769f30ce460b8cf38f3b71207d38,b18bcca1d2984ccca2bbab4c41e85de5,10
2bd1769f30ce460b8cf38f3b71207d38,d538c2a9c6004cc3b62a2514ff7d24f5,10
2c4f75b4b1b14a188818a152373f8937,497ff981f4384b3897c43a1b51306d5d,5
2c91f40c1d484adbbe41b43c1dd57fce,2060d250adb14c9eb7e7957c563678f0,25
2c91f40c1d484adbbe41b43c1dd57fce,2f6febb9f2514c06827aa6a4bfe1e69d,5
2c91f40c1d484adbbe41b43c1dd57fce,f152314aca7a42a9a2e4d5ef6086c76e,5
2d680713e46d48f1a8483813fdf8eaad,664871c85f90481e8ce08ed81e13204f,10
2d680713e46d48f1a8483813fdf8eaad,d88b1dd362154e4783fa29ef8cc2fd69,5
2e1dcff64f8741438099a3b28ba6c42d,2c91f40c1d484adbbe41b43c1dd57fce,5
2e1dcff64f8741438099a3b28ba6c42d,5bdb6e60ab5c477f9244243bacb6c984,20
2e1dcff64f8741438099a3b28ba6c42d,67aa56ef4f504d889c6068052bab302b,5
2e1dcff64f8741438099a3b28ba6c42d,900887df98e3499f8fd3ca09e1e84d3a,10
2e1dcff64f8741438099a3b28ba6c42d,9c375fe94f4a47fb8074dc6870cf8820,10
2e1dcff64f8741438099a3b28ba6c42d,a67e937f9f1941a9bb6052316e2f2fc4,10
2e48e055fb4146e9b149086c1385037d,51c336e9fc974fe6b345ef354ed29bbb,5
2f080c328b2c4f8abc4b57a6ce2c5896,ca8aac0be163430e8baaad776c32ddd2,5
2f6febb9f2514c06827aa6a4bfe1e69d,53e13f644d1f4c73ba7f5bfd8020e71f,15
2f6febb9f2514c06827aa6a4bfe1e69d,a67e937f9f1941a9bb6052316e2f2fc4,25
2f6febb9f2514c06827aa6a4bfe1e69d,e42dc56d1f8d46ef902e3d38a93e0324,10
30872b6a5bee4e2f86d6f964a0e5d3f0,d1676d2cecee4010a1bfe838e2e963e0,5
30aea0ab9d50468387ce90b94ce24b88,a30c1e8242864e299e15046983824275,10
30d4df2662fd487f82332252c61625f0,5d25f47bb9c74cf8a309f72faacee512,5
310bb0618ec84817970f0320c6051b92,cc6de24a16d54830beca01a4787a5b4d,10
3300940085ca4f1fba64869b88a8bd3c,68b3713115dd4c98b9624b7acaf64860,5
334c250757224648b03c5fcdc8ab25b4,35fb6234757c420ea8007b976a49044a,10
334c250757224648b03c5fcdc8ab25b4,67aa56ef4f504d889c6068052bab302b,5
33e3d11404154320b5548507b3627617,8b88b65b13a6434c86a069af38d754e9,5
353e3386c40d443197f8dd7cd454bf27,334c250757224648b03c5fcdc8ab25b4,5
35fb6234757c420ea8007b976a49044a,334c250757224648b03c5fcdc8ab25b4,5
35fb6234757c420ea8007b976a49044a,632447fdff6840a3a11237aa514d7e68,10
3763b9f526ae44f2ac2ac49749c15661,043d02d4e89541cdb2c73ca0d2eca377,5
3763b9f526ae44f2ac2ac49749c15661,1ee01257a4174216a0bf6d64ad67decf,5
3763b9f526ae44f2ac2ac49749c15661,2bd1769f30ce460b8cf38f3b71207d38,15
3763b9f526ae44f2ac2ac49749c15661,2f6febb9f2514c06827aa6a4bfe1e69d,5
3763b9f526ae44f2ac2ac49749c15661,b10ef23438f9466882d17e3f0abd0149,5
3763b9f526ae44f2ac2ac49749c15661,b18bcca1d2984ccca2bbab4c41e85de5,5
3763b9f526ae44f2ac2ac49749c15661,d96704d24a68401eaad4628b30fdb889,5
38339eee0f2d4f3e95160fb4f1e6f866,435c50e639064849be9ac4671ceaf812,5
39d452015e8545798e59a5722b3926e6,61856830155142bcaeace6aa59bd78ff,5
39d452015e8545798e59a5722b3926e6,861189817e874a78b48adb13db4dd352,15
3a32d27772ce468e941a09b8dd76aec3,5b07632f8a4b448a97fc1841e9822fa4,5
3a515431ad5d4619b97924675284a684,ad172c9eaecf4a59bba2238ca2bb3990,5
3a554abb22514705b007afaefd8b4dbe,a53b7c4751e54b6ba92d7d717d7832b4,10
3b80b63e802243169ed3dc0ceba87a81,750c556f3cae4c2db33e983c7c72db60,10
3b8342fbe7e1473ba44ee109673c5f1c,ef612a0ce30d4b788653a525216f7837,5
3bc7c0a659644f1994fb732fdb44695c,de6931cbf03f4c25a93022f69f40e59d,5
3d412537e19344628642e97d2a0d1e3e,27a8801c431c4cc58d69b8ff02121f29,10
3de7431267b04318bd0e9501f80a019d,553c1e0f782e43f492dadd97e6bef776,5
3de7431267b04318bd0e9501f80a019d,67aa56ef4f504d889c6068052bab302b,5
3e3428242983494095b0d25bad62a657,202fe760f26e4bd7a5a9cd1926e3f678,5
4003daa3870a412991535f06b519393b,c1122deeb2054701b18e043764535747,5
401ee1f6f3684be7b6124490f34adc5a,27bf430c96cb4d8da7368c4697de187b,10
401ee1f6f3684be7b6124490f34adc5a,9b9fc7fd30954d7d9ad7d8f8e1cc11d8,5
4037cb08917c43238c4691dbe8895637,310bb0618ec84817970f0320c6051b92,5
4037cb08917c43238c4691dbe8895637,5cc9c5960b654f42829ef46a9c3a1444,10
4037cb08917c43238c4691dbe8895637,d5172470b4d443d7ba479af419b4f99b,10
40671f6f48fb4803989d7bf3864904e2,47ab5c72ed4f4a38a6f760e0bfa008f2,5
4278a11746804def8e613a8a8da29a7c,5bdb6e60ab5c477f9244243bacb6c984,5
4278a11746804def8e613a8a8da29a7c,deead91c4b084361847e1f6596966bb8,10
432e2e03af924d10b164b60c5fcb86a1,043d02d4e89541cdb2c73ca0d2eca377,5
432e2e03af924d10b164b60c5fcb86a1,5fe15241fc4840f1a7fb294182265c39,5
43334af9e23541758eae3f163f0233ca,0552f7dc52d14cf5b15daed9c4229342,15
435c50e639064849be9ac4671ceaf812,9e71015683e549b5b13c178144b1531f,10
435c50e639064849be9ac4671ceaf812,c559d7857b074363b531f217af72e550,10
4454aaa65b6d49ca89add710ba15514e,b417ce5230004e449eb68bbbca8930d9,10
44a09f185c624f388d29e488f28999d2,12566503221a4f0ba19bd6053bc64688,5
44a09f185c624f388d29e488f28999d2,8c70a939146b49cd91d826eaa1b1aaf8,10
44a49f1cf12f41508cd0ed01b3633f1d,61856830155142bcaeace6aa59bd78ff,10
44acee2074d5456593cfdab9b680dcab,a67e937f9f1941a9bb6052316e2f2fc4,5
455f653fdfbb43baabd2860fcd435d8e,9266f5048e2648e8a0dcea19009c7c92,10
4582c3c3aaca48bd9946e825dcad6a65,968d0ef03f3e4528957b15a5a2d9d88e,5
45fb3c2b451642e89378499970aaaf15,6a3fd2c28384465589f148598410fbdd,5
45fb3c2b451642e89378499970aaaf15,8fba3f66ee7a4a218d411662d248a54d,5
45fb3c2b451642e89378499970aaaf15,e07603058e9043579d9f2f17be10b866,5
46cd00fd3cd84c52a7161a7eafdb9268,0cd55e8d087d4dd7b4abe0c9eeb53ee9,5
46cd00fd3cd84c52a7161a7eafdb9268,1f5002403e13485da7e7b1f5896e81ee,5
46cd00fd3cd84c52a7161a7eafdb9268,276eb91bb71649698c5d0281235cbd59,5
46cd00fd3cd84c52a7161a7eafdb9268,44a49f1cf12f41508cd0ed01b3633f1d,5
47ab5c72ed4f4a38a6f760e0bfa008f2,a653f4a798964771b51fbc7cb8a7a276,5
48f524e499d548ea91963ba7ab8ad845,e1d55c63a2bd4a79aca5c750cc7a6c97,10
497ff981f4384b3897c43a1b51306d5d,38339eee0f2d4f3e95160fb4f1e6f866,5
497ff981f4384b3897c43a1b51306d5d,435c50e639064849be9ac4671ceaf812,5
497ff981f4384b3897c43a1b51306d5d,bf82c8fce82849deb2c0c18f79aba303,5
49ae4fed6c184199bd02484d214fab98,51998570743849d09c8854a35fd0e899,5
49ae4fed6c184199bd02484d214fab98,5fc036d992354184aea63c6a2b129671,5
49bc2f8db38b47f9b378f26dde2a6e64,89f61d355af44e16ac1f9654029f89e0,5
49bc2f8db38b47f9b378f26dde2a6e64,ac3ba61065f84433a945ac8c71b537f4,10
49bc2f8db38b47f9b378f26dde2a6e64,c7b26f5c177645f8915da5083313c6cf,10
49bc2f8db38b47f9b378f26dde2a6e64,d02f35406ea04ba3a7720453a1f354cc,5
49bc2f8db38b47f9b378f26dde2a6e64,ec173897e6254e50812116be2dc37a94,5
4be29d7cb0e4400887b4848365b47a4d,5fa68b182e974d6b82927d21dd4e4f9a,5
4be29d7cb0e4400887b4848365b47a4d,8288c793632d4a81a50ef5e13bf8911c,5
4be8a36bf92f42cd8fbd28d32417459c,b417ce5230004e449eb68bbbca8930d9,10
4c6bbce728d64d46b615252950aa99c5,b302b1e3680b47bcb5aea5e985dcd0ce,5
4d80bdddc8fe4cf4bf5c05efb70ad6a9,3b8342fbe7e1473ba44ee109673c5f1c,5
4ddee52f520141a192396264e12e939c,2a07f16983744ee4b619e6822558732e,10
4e2af15f0e154332990f5c331e2c073a,7a1a2c4aab5241b785fdaf08add5fdf5,5
4e7f6237dba14b9cabab572a9032820e,dfa2734715da48a083fe836252dac452,15
50d4b24c0dfd4452a253ac7a61291669,8fa03b1b2994424a877f41676e31bb08,5
51998570743849d09c8854a35fd0e899,49ae4fed6c184199bd02484d214fab98,5
519a3ce144b042f09bc9f27f33267c71,1c6f3c34f7cc4c9b94c4e8d737f587c6,10
51c336e9fc974fe6b345ef354ed29bbb,6a3fd2c28384465589f148598410fbdd,5
532b0d7d15354e319d58e8cf25fedeeb,a34a3bda017e4e77a3acc638059aedc2,5
